"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Tuscaloosa",2001,242,176,56,9,1,0,0,192,77,42,0,0,226,15,1
"Alaska","Aleutians East ",2001,10,9,1,0,0,0,0,52,52,14,0,0,0,10,0
"Alaska","Anchorage ",2001,305,247,56,2,0,0,0,113,61,31,129,0,0,93,83
"Alaska","Denali ",2001,362,355,7,0,0,0,0,71,45,34,0,0,359,3,0
"Alaska","Fairbanks North Star ",2001,243,163,74,6,0,0,0,133,80,36,119,0,0,124,0
"Alaska","Juneau ",2001,130,107,23,0,0,0,0,96,57,23,0,0,0,125,5
"Alaska","Kenai Peninsula ",2001,5,5,0,0,0,0,0,43,43,4,0,0,0,5,0
"Alaska","Ketchikan Gateway ",2001,30,27,3,0,0,0,0,77,54,21,0,0,0,30,0
"Alaska","Matanuska-Susitna ",2001,125,100,25,0,0,0,0,93,70,23,0,0,0,115,10
"Arizona","Apache",2001,95,95,0,0,0,0,0,42,31,18,0,0,0,95,0
"Arizona","Cochise",2001,343,261,82,0,0,0,0,93,64,44,0,0,325,13,5
"Arizona","Coconino",2001,359,233,123,3,0,0,0,105,71,47,0,0,334,25,0
"Arizona","Gila",2001,121,84,37,0,0,0,0,95,65,37,0,0,0,111,10
"Arizona","Graham",2001,59,58,1,0,0,0,0,57,31,19,0,0,0,0,59
"Arizona","Maricopa",2001,365,25,256,71,13,0,0,185,122,80,0,68,200,70,27
"Arizona","Mohave",2001,73,71,2,0,0,0,0,73,44,25,0,0,0,15,58
"Arizona","Navajo",2001,107,106,1,0,0,0,0,52,32,16,0,0,0,93,14
"Arizona","Pima",2001,365,207,154,4,0,0,0,115,77,49,0,53,231,47,34
"Arizona","Pinal",2001,223,102,98,23,0,0,0,147,101,52,0,0,151,72,0
"Arizona","Santa Cruz",2001,63,27,34,2,0,0,0,130,67,53,0,0,0,52,11
"Arizona","Yavapai",2001,316,166,136,14,0,0,0,122,90,50,0,0,294,20,2
"Arizona","Yuma",2001,191,154,34,3,0,0,0,140,70,40,0,0,176,0,15
"Arkansas","Arkansas",2001,103,42,61,0,0,0,0,94,72,57,0,0,0,103,0
"Arkansas","Ashley",2001,114,34,80,0,0,0,0,98,75,58,0,0,0,114,0
"Arkansas","Clark",2001,362,294,60,8,0,0,0,133,71,40,0,0,362,0,0
"Arkansas","Craighead",2001,80,24,56,0,0,0,0,99,74,57,0,0,0,80,0
"Arkansas","Crittenden",2001,365,210,119,27,9,0,0,192,100,46,0,0,296,69,0
"Arkansas","Faulkner",2001,90,31,59,0,0,0,0,96,75,57,0,0,0,90,0
"Arkansas","Garland",2001,119,39,80,0,0,0,0,92,75,59,0,0,0,119,0
"Arkansas","Jefferson",2001,87,23,64,0,0,0,0,96,78,59,0,0,0,87,0
"Arkansas","Marion",2001,82,45,37,0,0,0,0,76,64,42,0,0,0,82,0
"Arkansas","Miller",2001,86,26,60,0,0,0,0,91,75,59,0,0,0,86,0
"Arkansas","Mississippi",2001,89,29,60,0,0,0,0,97,75,56,0,0,0,89,0
"Arkansas","Montgomery",2001,358,331,27,0,0,0,0,80,49,33,0,0,358,0,0
"Arkansas","Newton",2001,357,253,96,8,0,0,0,136,77,43,0,0,309,48,0
"Arkansas","Phillips",2001,115,38,76,1,0,0,0,107,74,56,0,0,0,115,0
"Arkansas","Polk",2001,121,45,76,0,0,0,0,86,72,55,0,0,0,121,0
"Arkansas","Pope",2001,107,36,71,0,0,0,0,88,72,56,0,0,0,107,0
"Arkansas","Pulaski",2001,365,68,264,29,4,0,0,156,100,63,0,2,96,267,0
"Arkansas","Sebastian",2001,106,26,80,0,0,0,0,90,76,58,0,0,0,106,0
"Arkansas","Union",2001,92,27,64,1,0,0,0,102,79,56,0,0,0,92,0
"Arkansas","Washington",2001,99,39,60,0,0,0,0,85,68,55,0,0,0,99,0
"Arkansas","White",2001,81,27,54,0,0,0,0,91,73,56,0,0,0,81,0
"California","Alameda",2001,365,269,78,12,6,0,0,187,72,41,1,120,168,76,0
"California","Amador",2001,365,250,89,25,1,0,0,154,93,40,5,0,360,0,0
"California","Butte",2001,365,122,192,43,8,0,0,159,111,61,0,4,209,151,1
"California","Calaveras",2001,365,222,98,41,4,0,0,161,105,44,2,0,339,24,0
"California","Colusa",2001,363,226,114,21,2,0,0,156,87,44,0,0,282,51,30
"California","Contra Costa",2001,365,221,118,20,6,0,0,192,86,46,0,28,200,136,1
"California","Del Norte",2001,125,121,4,0,0,0,0,56,41,17,0,0,0,95,30
"California","El Dorado",2001,365,156,123,53,30,3,0,204,147,60,0,14,337,14,0
"California","Fresno",2001,365,15,125,113,91,21,0,263,190,119,2,9,236,118,0
"California","Glenn",2001,364,259,89,16,0,0,0,147,80,43,0,0,327,0,37
"California","Humboldt",2001,323,293,30,0,0,0,0,95,49,6,0,0,0,53,270
"California","Imperial",2001,365,98,196,52,15,3,1,548,126,66,44,44,210,39,28
"California","Inyo",2001,365,155,138,32,6,2,32,22897,184,58,0,0,277,7,81
"California","Kern",2001,365,24,137,101,90,13,0,230,179,108,0,18,214,127,6
"California","Kings",2001,361,149,136,52,23,1,0,202,133,58,0,48,249,48,16
"California","Lake",2001,365,343,22,0,0,0,0,84,47,37,0,0,360,5,0
"California","Lassen",2001,40,35,5,0,0,0,0,76,55,29,0,0,0,0,40
"California","Los Angeles",2001,365,13,166,127,48,11,0,230,163,101,2,55,146,161,1
"California","Madera",2001,359,213,95,42,9,0,0,169,119,46,0,47,312,0,0
"California","Marin",2001,365,339,26,0,0,0,0,84,46,30,2,165,140,57,1
"California","Mariposa",2001,346,187,92,60,7,0,0,182,122,49,0,0,335,6,5
"California","Mendocino",2001,365,347,17,1,0,0,0,108,44,31,1,52,271,33,8
"California","Merced",2001,357,152,116,62,27,0,0,200,143,63,0,11,308,34,4
"California","Modoc",2001,62,48,14,0,0,0,0,99,58,28,0,0,0,41,21
"California","Mono",2001,359,248,91,16,2,1,1,4811,93,39,82,0,173,42,62
"California","Monterey",2001,365,331,32,2,0,0,0,129,49,35,0,16,302,37,10
"California","Napa",2001,365,350,14,1,0,0,0,126,44,31,3,114,240,0,8
"California","Nevada",2001,365,156,139,50,19,1,0,201,129,56,0,0,334,29,2
"California","Orange",2001,365,80,224,50,11,0,0,179,115,66,0,45,96,224,0
"California","Placer",2001,365,211,93,37,23,1,0,202,133,46,0,79,261,25,0
"California","Plumas",2001,365,274,80,10,1,0,0,153,73,36,0,0,165,109,91
"California","Riverside",2001,365,30,134,99,77,24,1,500,187,110,0,26,164,169,6
"California","Sacramento",2001,365,121,163,56,23,2,0,203,143,61,2,20,206,131,6
"California","San Benito",2001,364,270,74,18,2,0,0,156,84,42,0,0,355,9,0
"California","San Bernardino",2001,365,33,156,91,56,29,0,241,195,100,0,99,204,59,3
"California","San Diego",2001,365,13,261,76,14,1,0,212,129,77,1,26,130,207,1
"California","San Francisco",2001,365,249,103,10,3,0,0,166,66,38,3,95,111,154,2
"California","San Joaquin",2001,365,226,115,19,5,0,0,166,87,45,2,78,181,81,23
"California","San Luis Obispo",2001,365,254,99,11,1,0,0,153,84,44,0,25,307,25,8
"California","San Mateo",2001,365,311,49,4,1,0,0,162,55,33,3,149,138,75,0
"California","Santa Barbara",2001,365,208,119,36,1,1,0,201,101,49,0,9,331,25,0
"California","Santa Clara",2001,365,180,158,15,12,0,0,177,90,51,0,44,141,180,0
"California","Santa Cruz",2001,365,327,36,2,0,0,0,108,51,36,0,5,314,41,5
"California","Shasta",2001,362,266,78,18,0,0,0,134,86,44,0,0,341,21,0
"California","Siskiyou",2001,288,287,1,0,0,0,0,73,29,13,0,0,189,65,34
"California","Solano",2001,365,291,63,8,3,0,0,175,67,38,10,59,229,66,1
"California","Sonoma",2001,365,307,52,5,1,0,0,165,58,37,0,54,254,56,1
"California","Stanislaus",2001,365,177,141,31,16,0,0,187,112,51,2,78,207,70,8
"California","Sutter",2001,365,234,102,26,3,0,0,169,97,44,5,67,260,28,5
"California","Tehama",2001,279,168,84,27,0,0,0,150,100,44,0,0,260,0,19
"California","Trinity",2001,118,106,12,0,0,0,0,67,51,17,0,0,0,86,32
"California","Tulare",2001,365,94,99,93,77,2,0,206,166,95,0,22,273,66,4
"California","Tuolumne",2001,365,208,108,46,3,0,0,179,112,45,15,0,350,0,0
"California","Ventura",2001,365,138,143,61,21,2,0,208,137,63,0,34,270,61,0
"California","Yolo",2001,365,264,85,14,2,0,0,169,79,41,0,53,254,55,3
"Canada","New Brunswick",2001,191,173,16,2,0,0,0,115,50,35,0,0,191,0,0
"Canada","Saskatchewan",2001,68,57,11,0,0,0,0,76,55,32,0,0,0,68,0
"Colorado","Adams",2001,365,140,221,3,1,0,0,152,72,54,1,168,45,114,37
"Colorado","Alamosa",2001,328,318,10,0,0,0,0,77,39,19,0,0,0,51,277
"Colorado","Arapahoe",2001,345,234,100,11,0,0,0,140,80,43,0,0,284,61,0
"Colorado","Archuleta",2001,354,324,30,0,0,0,0,85,48,23,0,0,0,52,302
"Colorado","Boulder",2001,365,250,110,5,0,0,0,119,69,42,27,0,245,73,20
"Colorado","Delta",2001,61,48,13,0,0,0,0,71,54,34,0,0,0,47,14
"Colorado","Denver",2001,365,83,263,17,2,0,0,160,86,57,0,161,58,134,12
"Colorado","Douglas",2001,236,132,91,12,1,0,0,159,84,48,0,0,207,29,0
"Colorado","Eagle",2001,22,22,0,0,0,0,0,33,19,12,0,0,0,0,22
"Colorado","El Paso",2001,365,237,125,3,0,0,0,105,71,46,22,51,228,57,7
"Colorado","Elbert",2001,122,115,7,0,0,0,0,56,44,22,0,0,0,122,0
"Colorado","Fremont",2001,59,59,0,0,0,0,0,37,25,13,0,0,0,0,59
"Colorado","Garfield",2001,109,109,0,0,0,0,0,50,30,18,0,0,0,0,109
"Colorado","Gunnison",2001,365,227,136,2,0,0,0,115,71,49,0,0,330,11,24
"Colorado","Jackson",2001,119,118,1,0,0,0,0,65,27,11,0,0,0,119,0
"Colorado","Jefferson",2001,365,265,75,23,2,0,0,161,87,42,1,26,338,0,0
"Colorado","La Plata",2001,365,311,54,0,0,0,0,71,52,38,0,33,199,15,118
"Colorado","Larimer",2001,365,243,111,11,0,0,0,140,77,46,1,0,320,44,0
"Colorado","Mesa",2001,365,332,33,0,0,0,0,79,48,26,157,0,0,103,105
"Colorado","Montezuma",2001,344,257,86,1,0,0,0,105,64,44,0,0,332,12,0
"Colorado","Montrose",2001,68,62,6,0,0,0,0,72,44,23,0,0,0,0,68
"Colorado","Pitkin",2001,358,353,5,0,0,0,0,70,35,19,0,0,0,13,345
"Colorado","Prowers",2001,364,324,40,0,0,0,0,99,51,23,0,0,0,0,364
"Colorado","Pueblo",2001,125,87,38,0,0,0,0,87,57,43,0,0,0,119,6
"Colorado","Routt",2001,351,321,30,0,0,0,0,73,46,19,0,0,0,43,308
"Colorado","San Juan",2001,117,117,0,0,0,0,0,39,23,12,0,0,0,117,0
"Colorado","San Miguel",2001,255,251,3,1,0,0,0,129,33,17,0,0,0,51,204
"Colorado","Summit",2001,122,112,10,0,0,0,0,77,44,17,0,0,0,0,122
"Colorado","Teller",2001,287,284,3,0,0,0,0,57,31,20,0,0,0,0,287
"Colorado","Weld",2001,365,251,104,10,0,0,0,147,74,43,44,0,239,80,2
"Connecticut","Fairfield",2001,365,192,132,21,15,5,0,229,109,49,11,141,134,78,1
"Connecticut","Hartford",2001,365,157,182,18,7,1,0,209,87,53,8,51,92,214,0
"Connecticut","Litchfield",2001,103,85,15,1,2,0,0,182,74,28,0,0,35,32,36
"Connecticut","Middlesex",2001,269,204,37,17,8,3,0,206,108,40,0,0,269,0,0
"Connecticut","New Haven",2001,365,68,260,23,12,2,0,229,101,64,0,32,72,250,11
"Connecticut","New London",2001,235,127,89,13,6,0,0,185,90,49,0,0,161,69,5
"Connecticut","Tolland",2001,179,115,41,14,6,3,0,218,119,46,0,1,178,0,0
"Connecticut","Windham",2001,363,296,38,15,10,4,0,210,87,37,0,0,363,0,0
"Country Of Mexico","BAJA CALIFORNIA NORTE",2001,365,71,136,93,36,27,2,494,192,90,85,93,129,0,58
"Country Of Mexico","CHIHUAHUA STATE",2001,289,102,140,39,6,1,1,496,122,60,32,0,215,0,42
"Country Of Mexico","SONORA",2001,59,19,37,3,0,0,0,130,89,59,0,0,0,0,59
"Delaware","Kent",2001,277,127,123,19,7,1,0,204,100,52,0,0,178,99,0
"Delaware","New Castle",2001,365,59,254,32,20,0,0,192,112,67,0,10,87,268,0
"Delaware","Sussex",2001,277,127,123,18,8,1,0,201,100,54,0,0,188,89,0
"District Of Columbia","District of Columbia",2001,365,53,272,29,9,2,0,203,106,65,3,32,66,264,0
"Florida","Alachua",2001,357,229,113,14,1,0,0,154,84,44,0,0,275,82,0
"Florida","Baker",2001,361,310,45,6,0,0,0,126,58,35,0,0,361,0,0
"Florida","Bay",2001,359,249,97,11,2,0,0,166,77,42,0,0,304,54,1
"Florida","Brevard",2001,365,286,71,6,2,0,0,159,64,40,0,0,294,63,8
"Florida","Broward",2001,365,208,149,6,2,0,0,182,64,47,2,18,73,272,0
"Florida","Citrus",2001,122,61,61,0,0,0,0,85,65,51,0,0,0,122,0
"Florida","Collier",2001,122,120,2,0,0,0,0,77,43,32,0,0,122,0,0
"Florida","Columbia",2001,356,292,57,7,0,0,0,133,67,36,0,0,356,0,0
"Florida","Duval",2001,365,140,215,10,0,0,0,149,74,53,0,3,95,267,0
"Florida","Escambia",2001,365,100,246,17,2,0,0,161,83,55,0,0,99,266,0
"Florida","Hamilton",2001,108,106,1,1,0,0,0,132,28,16,0,0,0,0,108
"Florida","Highlands",2001,187,183,4,0,0,0,0,80,43,32,0,0,187,0,0
"Florida","Hillsborough",2001,365,94,245,21,5,0,0,200,90,57,0,1,86,276,2
"Florida","Holmes",2001,361,297,60,4,0,0,0,126,67,37,0,0,361,0,0
"Florida","Indian River",2001,175,167,5,3,0,0,0,147,47,36,0,0,175,0,0
"Florida","Lake",2001,365,306,52,7,0,0,0,143,67,37,0,0,360,0,5
"Florida","Lee",2001,365,274,88,3,0,0,0,115,61,37,0,0,282,74,9
"Florida","Leon",2001,365,249,108,8,0,0,0,133,71,41,0,0,268,92,5
"Florida","Liberty",2001,354,317,34,3,0,0,0,126,51,35,0,0,354,0,0
"Florida","Manatee",2001,364,266,81,14,3,0,0,185,74,41,0,7,292,64,1
"Florida","Marion",2001,365,259,98,8,0,0,0,133,68,42,0,0,282,83,0
"Florida","Miami-Dade",2001,365,164,194,6,1,0,0,179,67,52,0,9,87,269,0
"Florida","Monroe",2001,45,45,0,0,0,0,0,50,28,16,0,0,0,0,45
"Florida","Nassau",2001,359,328,29,2,0,0,0,117,44,22,0,0,0,0,359
"Florida","Orange",2001,365,109,239,16,1,0,0,155,76,56,0,5,63,296,1
"Florida","Osceola",2001,364,320,36,7,1,0,0,151,58,34,0,0,364,0,0
"Florida","Palm Beach",2001,365,250,109,5,1,0,0,172,61,43,0,4,117,243,1
"Florida","Pasco",2001,365,281,65,18,1,0,0,161,84,41,0,0,365,0,0
"Florida","Pinellas",2001,365,109,241,13,2,0,0,172,77,55,0,4,80,281,0
"Florida","Polk",2001,365,255,97,8,5,0,0,182,74,41,0,0,279,70,16
"Florida","Putnam",2001,62,61,1,0,0,0,0,52,35,21,0,0,0,0,62
"Florida","Santa Rosa",2001,361,273,69,17,2,0,0,156,80,39,0,0,361,0,0
"Florida","Sarasota",2001,365,253,90,18,4,0,0,200,80,42,20,2,273,65,5
"Florida","Seminole",2001,364,260,92,11,1,0,0,154,64,41,0,0,288,71,5
"Florida","St. Lucie",2001,364,294,64,4,2,0,0,164,58,36,0,25,257,81,1
"Florida","Volusia",2001,365,276,82,7,0,0,0,136,64,40,0,0,268,87,10
"Florida","Wakulla",2001,280,206,65,8,1,0,0,156,67,40,0,0,214,66,0
"Georgia","Bibb",2001,281,137,125,15,3,1,0,204,89,51,0,0,177,103,1
"Georgia","Charlton",2001,119,69,50,0,0,0,0,88,66,47,0,0,0,119,0
"Georgia","Chatham",2001,365,250,111,3,1,0,0,160,70,36,0,0,137,115,113
"Georgia","Chattooga",2001,56,56,0,0,0,0,0,49,30,12,0,0,0,0,56
"Georgia","Cherokee",2001,223,149,62,11,1,0,0,154,90,44,0,0,223,0,0
"Georgia","Clarke",2001,100,18,79,2,1,0,0,175,86,63,0,0,0,100,0
"Georgia","Clayton",2001,112,16,92,4,0,0,0,138,87,63,0,0,0,112,0
"Georgia","Cobb",2001,277,120,122,29,6,0,0,174,108,58,0,0,190,87,0
"Georgia","Coweta",2001,245,166,60,16,3,0,0,190,93,43,0,0,245,0,0
"Georgia","Dawson",2001,241,160,66,14,1,0,0,156,87,46,0,0,241,0,0
"Georgia","DeKalb",2001,365,46,270,37,12,0,0,195,112,66,0,16,74,275,0
"Georgia","Dougherty",2001,116,37,76,3,0,0,0,138,77,56,0,0,0,106,10
"Georgia","Douglas",2001,263,166,70,22,5,0,0,185,101,44,0,0,239,0,24
"Georgia","Fayette",2001,245,156,63,23,3,0,0,177,101,44,0,0,245,0,0
"Georgia","Floyd",2001,108,29,77,2,0,0,0,126,83,60,0,0,0,96,12
"Georgia","Fulton",2001,365,51,273,34,7,0,0,195,105,66,0,46,64,248,7
"Georgia","Glynn",2001,275,181,89,4,1,0,0,164,74,44,0,0,192,76,7
"Georgia","Gwinnett",2001,187,109,66,10,1,1,0,203,93,44,0,0,153,34,0
"Georgia","Hall",2001,113,26,85,2,0,0,0,104,88,61,0,0,0,113,0
"Georgia","Henry",2001,245,165,54,22,3,1,0,209,105,43,0,0,245,0,0
"Georgia","Houston",2001,47,13,33,1,0,0,0,123,72,57,0,0,0,47,0
"Georgia","Lowndes",2001,52,17,34,1,0,0,0,116,68,56,0,0,0,52,0
"Georgia","Murray",2001,261,145,90,24,2,0,0,174,100,48,0,0,230,31,0
"Georgia","Muscogee",2001,286,129,134,21,2,0,0,157,93,53,0,0,178,107,1
"Georgia","Paulding",2001,362,210,121,28,3,0,0,164,93,45,0,90,191,81,0
"Georgia","Pike",2001,360,263,72,22,3,0,0,164,93,41,0,0,360,0,0
"Georgia","Richmond",2001,284,130,126,26,2,0,0,192,100,54,0,0,182,99,3
"Georgia","Rockdale",2001,365,276,63,22,3,1,0,203,87,36,0,123,242,0,0
"Georgia","Spalding",2001,54,43,11,0,0,0,0,64,58,25,0,0,0,0,54
"Georgia","Sumter",2001,243,163,53,26,1,0,0,154,105,45,0,0,243,0,0
"Georgia","Walker",2001,61,12,49,0,0,0,0,97,82,58,0,0,0,56,5
"Georgia","Washington",2001,64,30,33,0,1,0,0,171,70,54,0,0,0,45,19
"Georgia","Wilkinson",2001,102,12,86,4,0,0,0,136,90,62,0,0,0,102,0
"Hawaii","Hawaii",2001,348,340,8,0,0,0,0,85,31,20,0,0,322,26,0
"Hawaii","Honolulu",2001,365,337,26,0,1,1,0,220,45,27,6,7,135,184,33
"Hawaii","Maui",2001,359,343,16,0,0,0,0,69,38,21,0,0,0,75,284
"Idaho","Ada",2001,365,226,119,16,4,0,0,155,79,45,14,1,118,188,44
"Idaho","Bannock",2001,363,246,104,13,0,0,0,140,77,39,0,0,0,278,85
"Idaho","Benewah",2001,122,115,7,0,0,0,0,93,41,21,0,0,0,0,122
"Idaho","Bingham",2001,49,45,3,1,0,0,0,107,50,23,0,0,0,0,49
"Idaho","Bonner",2001,312,270,42,0,0,0,0,91,52,25,0,0,0,111,201
"Idaho","Bonneville",2001,120,94,26,0,0,0,0,82,68,33,0,0,0,99,21
"Idaho","Butte",2001,290,284,6,0,0,0,0,71,46,38,0,0,264,26,0
"Idaho","Canyon",2001,365,295,63,5,2,0,0,166,59,35,171,0,0,86,108
"Idaho","Caribou",2001,57,57,0,0,0,0,0,47,34,17,0,0,0,0,57
"Idaho","Custer",2001,107,106,1,0,0,0,0,58,33,14,0,0,0,107,0
"Idaho","Elmore",2001,157,118,36,3,0,0,0,115,64,46,0,0,157,0,0
"Idaho","Kootenai",2001,354,304,48,2,0,0,0,105,54,21,0,0,0,115,239
"Idaho","Lemhi",2001,65,55,10,0,0,0,0,64,52,29,0,0,0,0,65
"Idaho","Lewis",2001,59,57,2,0,0,0,0,53,42,24,0,0,0,0,59
"Idaho","Minidoka",2001,60,55,5,0,0,0,0,66,48,23,0,0,0,0,60
"Idaho","Nez Perce",2001,363,318,45,0,0,0,0,95,53,18,234,0,0,115,14
"Idaho","Power",2001,354,78,271,4,1,0,0,164,79,60,0,0,0,320,34
"Idaho","Shoshone",2001,327,270,54,3,0,0,0,133,61,21,0,0,0,113,214
"Idaho","Twin Falls",2001,129,106,23,0,0,0,0,85,56,32,0,0,0,108,21
"Illinois","Adams",2001,363,287,68,6,2,0,0,158,62,36,0,0,320,43,0
"Illinois","Champaign",2001,365,236,109,20,0,0,0,136,87,42,0,0,288,77,0
"Illinois","Clark",2001,205,149,48,8,0,0,0,136,77,43,0,0,205,0,0
"Illinois","Cook",2001,365,31,275,48,11,0,0,195,115,71,0,63,49,244,9
"Illinois","DuPage",2001,362,251,102,9,0,0,0,135,76,34,0,0,263,99,0
"Illinois","Effingham",2001,213,147,59,7,0,0,0,129,87,44,0,0,213,0,0
"Illinois","Hamilton",2001,208,149,53,6,0,0,0,122,77,44,0,0,208,0,0
"Illinois","Jackson",2001,60,60,0,0,0,0,0,44,30,17,0,0,0,0,60
"Illinois","Jersey",2001,213,125,68,17,3,0,0,172,100,47,0,0,213,0,0
"Illinois","Jo Daviess",2001,351,291,50,9,1,0,0,156,67,36,0,0,351,0,0
"Illinois","Kane",2001,365,243,111,10,1,0,0,151,75,37,0,0,263,102,0
"Illinois","La Salle",2001,358,256,101,1,0,0,0,115,67,25,0,0,0,114,244
"Illinois","Lake",2001,365,263,89,10,3,0,0,174,80,35,0,0,292,73,0
"Illinois","Macon",2001,364,240,117,7,0,0,0,119,74,41,0,0,266,98,0
"Illinois","Macoupin",2001,357,279,67,10,1,0,0,164,77,37,0,0,353,0,4
"Illinois","Madison",2001,365,134,189,37,5,0,0,161,101,60,0,0,178,109,78
"Illinois","McHenry",2001,362,245,101,13,3,0,0,159,84,38,0,0,274,88,0
"Illinois","McLean",2001,287,189,88,10,0,0,0,150,80,44,0,0,241,46,0
"Illinois","Peoria",2001,365,235,119,11,0,0,0,147,80,43,43,0,234,88,0
"Illinois","Randolph",2001,365,275,81,9,0,0,0,140,71,38,0,0,320,45,0
"Illinois","Rock Island",2001,332,251,76,5,0,0,0,140,72,38,0,0,286,46,0
"Illinois","Saint Clair",2001,365,187,159,19,0,0,0,142,89,49,3,108,121,132,1
"Illinois","Sangamon",2001,365,249,109,6,1,0,0,174,74,39,13,0,260,92,0
"Illinois","Will",2001,364,220,124,19,1,0,0,151,87,44,0,2,257,105,0
"Illinois","Winnebago",2001,365,260,96,8,1,0,0,153,72,37,38,0,251,76,0
"Indiana","Allen",2001,365,227,118,18,2,0,0,169,90,43,123,0,153,89,0
"Indiana","Bartholomew",2001,222,211,11,0,0,0,0,61,43,19,0,0,0,0,222
"Indiana","Boone",2001,183,100,53,28,2,0,0,177,112,48,0,0,183,0,0
"Indiana","Carroll",2001,168,106,47,14,1,0,0,154,100,47,0,0,168,0,0
"Indiana","Clark",2001,263,106,128,24,5,0,0,177,101,58,0,0,167,95,1
"Indiana","Daviess",2001,60,60,0,0,0,0,0,44,31,16,0,0,0,0,60
"Indiana","DeKalb",2001,121,118,3,0,0,0,0,70,31,16,0,0,0,0,121
"Indiana","Delaware",2001,230,98,107,23,2,0,0,174,101,57,0,0,149,81,0
"Indiana","Dubois",2001,95,30,63,2,0,0,0,114,84,57,0,0,0,84,11
"Indiana","Elkhart",2001,214,124,86,4,0,0,0,131,78,45,0,0,105,109,0
"Indiana","Floyd",2001,256,131,115,9,1,0,0,152,85,50,0,0,161,95,0
"Indiana","Gibson",2001,364,330,33,1,0,0,0,112,50,30,0,187,177,0,0
"Indiana","Greene",2001,178,83,62,30,3,0,0,166,122,54,0,0,178,0,0
"Indiana","Hamilton",2001,183,99,52,28,4,0,0,195,115,49,0,0,183,0,0
"Indiana","Hancock",2001,183,99,51,25,8,0,0,192,119,49,0,0,183,0,0
"Indiana","Hendricks",2001,183,99,57,25,2,0,0,159,108,48,0,0,183,0,0
"Indiana","Henry",2001,109,36,71,2,0,0,0,118,81,58,0,0,0,109,0
"Indiana","Howard",2001,108,35,70,3,0,0,0,113,83,60,0,0,0,108,0
"Indiana","Huntington",2001,183,112,56,15,0,0,0,150,97,46,0,0,183,0,0
"Indiana","Jackson",2001,183,104,61,17,1,0,0,154,100,49,0,0,183,0,0
"Indiana","Jasper",2001,61,61,0,0,0,0,0,38,24,15,0,0,0,0,61
"Indiana","Johnson",2001,179,95,64,19,1,0,0,151,101,49,0,0,179,0,0
"Indiana","Knox",2001,363,224,115,23,1,0,0,154,87,44,0,0,288,75,0
"Indiana","LaPorte",2001,242,109,104,23,6,0,0,182,108,55,0,0,151,91,0
"Indiana","Lake",2001,365,38,262,52,13,0,0,179,122,70,0,2,66,292,5
"Indiana","Madison",2001,202,76,104,18,4,0,0,192,104,59,0,0,113,87,2
"Indiana","Marion",2001,365,49,270,40,6,0,0,182,105,69,0,1,76,288,0
"Indiana","Morgan",2001,183,93,65,23,2,0,0,159,105,49,0,0,183,0,0
"Indiana","Perry",2001,213,110,71,28,4,0,0,182,108,49,0,0,183,0,30
"Indiana","Porter",2001,361,215,118,26,2,0,0,174,90,42,0,0,143,93,125
"Indiana","Posey",2001,179,100,60,19,0,0,0,133,105,49,0,0,179,0,0
